sponsor,trial_id,label,pred_prob,feat_phase_enc,feat_enroll_z,feat_gap_months,feat_prior_fail_rate_last3,feat_enroll_delta_last3,feat_enroll_slope_last3,feat_phase_prog_last3,feat_gap_mean_last3,feat_intv_diversity_last5,shap_phase_enc,shap_enroll_z,shap_gap_months,shap_prior_fail_rate_last3,shap_enroll_delta_last3,shap_enroll_slope_last3,shap_phase_prog_last3,shap_gap_mean_last3,shap_intv_diversity_last5
Memorial Sloan Kettering Cancer Center,trial_49571,0.0,0.31697056,0.3,-0.7207528,14.99959,0.0,-0.23595901,-0.4247262,0.083333336,15.898973,1.0,0.028251415626989906,0.007549966349143247,-0.02690401872954985,-0.038281539269793156,0.0002958752364369205,0.0010568751930293478,0.002111021561140892,0.009497689044526383,-0.02256324500759365
Biodel,trial_12440,0.0,-0.46639255,1.1,0.2707046,2.2012322,0.0,-0.016800176,0.12513988,0.083333336,1.5507187,0.6,-0.0032286628720466963,0.001565793678881484,-0.0006368171708593274,-0.033587516937551236,0.00035448832294615097,0.0015689564317100627,0.003445906385920817,-0.002887876909247358,-0.022701736567658372
"Noah Hahn, M.D.",trial_59504,0.0,1.1321839,0.3,-0.40175185,4.8,0.3,-0.002737519,-0.089819714,0.0,1.6,0.4,0.02348548788728658,0.014450416304698566,-0.024419738106592773,0.018020253850722093,-0.000218077213897972,0.0016450273381491988,0.0011603985332481633,-0.01160013083448528,-0.02849877697881311
"Viking Therapeutics, Inc.",trial_91587,0.0,0.014274651,0.3,0.08811773,6.7745376,0.0,-0.037816174,-0.038745157,-0.06666667,4.424367,0.5,0.02465057655368582,0.005910105971172866,-0.004458025730035651,-0.03357184865643369,0.0003667744475702462,0.0023792877659134944,-0.0007130430450620255,-0.014270886994880109,-0.026169569412246345
"Meridian Bioscience, Inc.",trial_51976,0.0,0.62903357,0.7,0.064273,9.005339,0.28333333,-0.006430137,0.0404995,0.016666662,8.453388,1.5,0.010376169930706964,0.004909289268317963,-0.013481818573888896,0.015788849691645835,4.541159320547968e-05,0.00029901859842957886,0.0011585527981205568,-0.005734954424621237,-0.011204661764553748
Shire,trial_74895,0.0,0.46982256,0.9,-0.62566614,0.29240245,0.25,0.05621924,0.18752246,-0.15,0.21738534,1.8,-0.001384013970789965,0.013717567670479183,-0.00047956364980652425,0.04122169894892008,-2.4301291786465486e-05,0.0025189786821431656,-0.0008269057011593348,-0.004544673892847973,0.007961389972246252
"Millennium Pharmaceuticals, Inc.",trial_52353,0.0,0.23851539,0.6,-0.33035868,0.9954826,0.28333333,-0.0050180135,0.08905025,0.06666666,1.0283368,1.5,0.001177211736212485,0.008271872125769797,0.0014467226056964003,0.01966428232945981,-0.0007420345839582598,-0.001830116229500019,0.002704832482688295,0.0022866137486644163,-0.002031058636290254
GlaxoSmithKline,trial_31686,0.0,-0.2365075,1.1,0.9354211,0.039425053,0.21666667,-0.07601541,-0.11552825,-0.1,0.03778234,2.1,-0.004572904362343252,-0.019455427709245583,-0.003598254098885101,0.01324957303731956,-0.0009923488162147604,-0.004166100905477891,-0.00430195719614695,-0.006869143713567843,0.012466084794104973
Pfizer,trial_65933,0.0,-0.44478318,1.0,0.09808859,0.20041068,0.1,0.24356878,0.37593794,-0.099999994,0.20041068,1.0,-0.00446785466896836,-0.006384385393953933,-0.00475225076689559,-0.004527048812503225,0.00037754740558560367,-0.002545998410295136,-0.0047414396520899325,-0.005793180832549493,-0.006686528027028545
"SCRI Development Innovations, LLC",trial_71374,0.0,0.15028945,1.0,-0.080434285,1.0973306,0.28333333,0.12636144,0.23761418,0.0,1.1832991,1.0,-0.004475733098224737,0.007775396218598278,0.0031274626597935103,0.023242355271326447,0.0007316121403660766,0.00046893935916922065,0.0012878470294988413,-0.0002497767827277566,-0.005663336405996233
Boehringer Ingelheim,trial_13080,0.0,-0.6335906,0.8,0.3410611,0.20041068,0.0,0.122321464,0.038955476,0.13333333,0.16646132,1.4,-0.005642371703666866,-0.006970347282294007,-0.0023668748949426336,-0.02500287460097985,0.00043540256558869577,-0.001915459713056257,-0.0001706146476607809,-0.00529959745848885,-0.004019151965272613
"Institute for Atherosclerosis Research, Russia",trial_39373,0.0,-0.42681164,0.4,0.21719046,2.0993838,0.0,0.0038880762,0.0077761523,0.0,1.0496919,0.2,0.02348727745990618,0.0035353525091846986,-0.007133948672876325,-0.03537943649253105,0.0006295872328019965,0.0022728702123246446,0.0013465609199612147,-0.008942789767236439,-0.029768989795949892
Shanghai Henlius Biotech,trial_74323,0.0,0.55901635,1.1,0.14533813,1.4915811,0.13333334,-0.20257321,-0.07664944,-0.116666675,1.480082,1.0,-0.0034457557716232267,0.008449912623662476,0.001994710659764268,0.055948994844314814,-0.0014170182316251318,0.0011900909470837274,0.000521647249175797,0.003930267519670048,-0.005922423959185835
KU Leuven,trial_43273,0.0,0.22141613,1.3,0.03866241,16.003284,0.0,0.09663669,0.11918142,0.116666675,16.554688,3.3,-0.016260734549316112,0.002743326491570127,0.018545941128667733,-0.027488248260621285,8.120169155446542e-06,-0.003286987822001279,0.0032431312838427156,0.015734415975305262,0.027271691110086975
"University Health Network, Toronto",trial_82962,0.0,-0.32781953,1.2,-0.6434659,0.7950718,0.0,-0.079496615,-0.0769223,-0.06666668,0.74360025,2.9,-0.017073943780211265,-0.006589019611867464,-0.003536339518090137,-0.03889699710042883,-0.0005618444860969646,0.0034879491059353353,0.0023649542303300812,0.0012503253974830478,0.03226571332177264
Ain Shams University,trial_2704,0.0,-0.08065847,0.8,-0.19123857,1.2057495,0.0,-0.06522046,-0.09017923,2.9802323e-09,1.1373031,2.4,0.0026222236555768184,0.007992029588874088,-0.0012289815921040918,-0.03213577407354212,-0.00012100435741964092,0.0009808648297526157,-0.0004946308529654313,-0.0004499907095262674,0.020911257787287467
NVP Healthcare,trial_53601,0.0,1.2395813,0.1,-0.6271348,7.602464,0.1,-0.2137064,-0.19831792,0.0,7.45243,1.4,0.020533721220766892,0.014546817304973734,0.01230101793701074,0.04632745399781135,-7.486988478627634e-05,0.006149989220713478,0.0008619340185489998,0.02980121861635638,-0.001961849955634534
"Otonomy, Inc.",trial_64500,0.0,-0.20808357,0.5,0.26924947,4.402464,0.0,0.10448793,0.13042061,0.2,4.9533195,0.5,0.012972993572824634,0.0013409915495713385,-0.013747694339208274,-0.031723610864689396,0.0011052130572097388,0.0012036202141706717,0.006453762937984321,-0.003967995846321256,-0.02403290197487513
Merck Sharp & Dohme LLC,trial_51386,0.0,-0.011372959,1.0,0.54296196,0.12156057,0.116666675,-0.017772853,-0.04288853,0.033333328,0.13415466,2.6,-0.0013850340290809983,-0.0035203116531863183,-0.0036364766014316554,-0.0053205286725757014,-0.0005471281072276345,0.0014779489965722381,0.002054033235693789,-0.0066182063671542,0.02072135408956092
Boehringer Ingelheim,trial_13192,0.0,-0.5627222,0.9,-0.08781072,0.30225873,0.0,-0.058504682,-0.06751169,-0.18333335,0.31868583,1.0,-0.001025287937343819,0.0055895239671954425,-0.0020885618797757887,-0.036887988001651974,-0.00022986594631647963,-0.0008962340503818377,-0.00362634975759663,-0.0034029338621990183,-0.007503475259291008
Sheba Medical Center,trial_74556,0.0,0.28195405,1.0,-0.1975002,1.833265,0.1,-0.058775328,-0.18074775,-0.13333333,1.7275839,3.2,-0.0007352056051022369,0.00873313329885626,0.005432502423572749,-0.0057900609657058535,-0.0003949651123466754,0.0004423302890290557,-0.0014282355708257843,0.002853299120373193,0.025047165477779347
AstraZeneca,trial_8066,0.0,-0.5236983,0.6,0.3297122,0.095277205,0.0,0.05516849,0.11862703,0.116666675,0.11115674,1.0,0.004003258987475419,-0.0016733953220238805,-0.003951055477308009,-0.025700005169550712,0.0006972770163300333,-0.0008288399033453042,-0.0007845035656012155,-0.0076794625680202625,-0.00480343167448882
Chong Kun Dang Pharmaceutical,trial_19978,0.0,-0.684715,1.0,0.37609288,0.7523614,0.0,-0.042858146,-0.05875476,-0.116666675,0.850924,1.0,-0.00450295999122318,-0.004858317352849934,-0.002604387462564116,-0.03715657207994209,-0.00041860189969185454,-0.0012685525732828262,-0.006257445977440934,-0.00266779160183395,-0.008636568591697142
"University of California, San Francisco",trial_85345,0.0,0.5250584,0.9,-0.34942168,0.73593426,0.38333333,0.096403085,0.25793508,-0.050000004,0.7321013,2.0,0.0013206473326717969,0.009347645871342418,0.0005042347349688235,0.032309573907824594,0.00014254737959067294,-0.0011357234263789753,-0.002316636553570073,-0.0018436776241851152,0.0165300519396842
Pfizer,trial_67598,0.0,0.5223156,1.3,0.3161265,0.4271047,0.26666668,-0.08486416,-0.13323185,-0.016666666,0.45557833,2.8,-0.007059852232923732,-0.0009123650371746554,-0.005415115494086703,0.07068487231579117,0.00037268566278203156,-0.007780463654572264,-0.0017908042621992096,-0.004377651385393789,0.016700687666976594
Hadassah Medical Organization,trial_34744,1.0,0.19020735,1.3,-0.01204133,3.2985625,0.21666667,-0.02616483,-0.11671098,-0.116666675,3.1293635,2.5,-0.012472543566836978,0.004024251807740812,0.00513167192742886,0.010758219736433315,-0.0003964286282312288,-0.0028762250362733333,-0.0025732818112021083,0.006136367922121062,0.015067574924469229
"Arcutis Biotherapeutics, Inc.",trial_5861,0.0,-0.65158147,1.1,0.83017045,1.7609857,0.0,-0.1041641,-0.07791236,-0.03333334,1.71718,1.0,-0.003862670650414657,-0.008869662772544876,-0.00044681593793741137,-0.027028195017903996,-0.00042516794743877154,0.0035692429847888007,-0.0003990215535384792,-0.0026382151320066653,-0.008190345169132342
Pfizer,trial_67647,0.0,0.021187743,0.7,0.17611061,0.11170431,0.13333334,0.018447673,0.14536086,0.03333333,0.1084189,1.6,0.00592685934677138,-0.0030048868562295938,-0.0035282087244626224,0.02532974601371381,-0.0005706195530143646,-0.007607989232602819,-0.0022909931068247043,-0.0064733573141750305,0.004033220490440725
Boehringer Ingelheim,trial_13259,0.0,-0.053340647,0.4,0.045819424,0.4041068,0.18333334,0.060459353,-0.07743758,0.08333333,0.3871321,1.5,0.007042552362923747,0.00105128483417075,0.0002475415643437021,0.006018220898567725,0.0001515081868229827,-0.0032226287090507157,-0.0033967597717094846,-0.0021419869389775283,0.008487496492845822
PharmaNeuroBoost N.V.,trial_68167,0.0,-0.43484935,0.3,0.2105695,4.3006163,0.0,0.037667286,0.07533457,0.05,2.1503081,0.2,0.025824267039162806,0.002454125963648756,-0.010253687838584366,-0.03338188936440245,0.0005598040248312722,0.001774262931925477,0.002257232107164129,-0.011338366756769788,-0.03148351395658392
Novo Nordisk A/S,trial_62852,0.0,-0.3975226,0.3,-0.022204202,0.22669406,0.0,0.056340612,0.0757735,0.16666667,0.2168378,1.0,0.012133908680523746,0.006876275185438124,-0.004377919629848806,-0.02731822872650319,0.0003370947106722184,-0.0025102496975394186,-0.0010686328925257954,-0.005137108554523075,-0.007875572027842281
University of Nebraska,trial_87634,0.0,0.7869664,1.0,-0.44827574,5.0365505,0.3,-0.124393344,-0.11496536,-0.116666675,4.6822724,2.3,0.0015019328211492385,0.014053510068054628,0.015313105722683023,0.03859913161766545,-0.0006226509426022969,0.0010646667863754289,-0.0030679356453898465,0.001710587813992169,0.011826844697250635
AstraZeneca,trial_8043,0.0,-0.52105,0.9,0.40515137,0.10184805,0.1,0.12715748,0.12480267,0.116666675,0.10184804,1.0,-0.009477799560612768,-0.011647330468594985,-0.003077325467548942,-0.004749966984886453,0.00020532940276752178,-0.0042697893743878145,-0.000800582636185282,-0.006789397996312318,-0.0067605729510542
University of Miami,trial_87089,1.0,-0.73683834,0.9,-0.5530767,1.7051334,0.0,0.22851284,0.31615227,0.13333334,2.1689253,2.2,-0.0027880337687674903,-0.02953124586964695,0.00015985645159800153,-0.041600549918817946,0.0007290965687432503,-0.009807527594326421,-0.001814246755363141,0.00026561943612005417,0.01612169481669844
"National Cancer Institute, Naples",trial_56099,0.0,-0.74310505,0.7,0.30799824,0.80821353,0.0,0.0134742735,-0.03890092,-0.01666667,0.77152634,0.5,0.008330075314966962,0.001918852078060359,-0.006562833332575993,-0.028299745396411047,0.00022812283441178867,0.00036046609435591906,0.00020725624382969703,-0.004446982839824252,-0.024332248422317203
National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),trial_57858,0.0,0.17948356,1.2,-0.065625526,1.5211499,0.1,0.06459556,0.14160082,0.083333336,1.54141,3.1,-0.012285591846317404,0.004667092381853694,0.00141875356756005,-0.005203624281016844,-0.00045301880560358576,0.00018338718486632448,0.0035516551190602256,0.004222063190991549,0.03203606177469192
University of South Florida,trial_88963,1.0,0.62349516,1.3,-0.13150102,5.69692,0.38333333,0.068843424,0.094517425,0.05,6.411499,2.4,-0.012268773721239995,0.003912372135851334,0.011275560998306925,0.03285648385336738,0.0008567246565673144,0.0026843941225797403,-0.0007072204216901073,0.004624809492752355,0.021707216336741112
Cambridge University Hospitals NHS Foundation Trust,trial_16848,0.0,-0.09456019,0.8,0.1379098,4.698152,0.0,0.050269146,0.059485666,-2.9802323e-09,4.5535936,1.8,0.01085358028660994,0.00621910805090625,-0.01127337732478721,-0.03248790720486973,0.00016343346922417586,0.0005507437479678611,-2.608960042897344e-06,-0.006470246189074308,-0.007095673083036674
The Affiliated Hospital of Qingdao University,trial_79621,0.0,-0.085508004,0.1,2.3253262e-05,1.1761806,0.0,0.025840973,0.041938413,0.033333335,1.182204,0.8,0.024791076336754488,0.00885896021881052,-0.0026794187719892094,-0.02673992814324322,0.0007428827224571241,0.0022902166213402777,0.0020766403848359273,0.0006027044528755475,-0.014838005445039016
Theravance Biopharma,trial_80582,0.0,0.038129307,0.6,0.17224836,7.3757696,0.0,0.093085006,0.15090005,0.083333336,7.504448,0.9,0.008024472227494698,0.0021672969288366157,-0.004997536339362707,-0.029206749753043076,0.001229466738348299,0.000846582418154583,0.0024218258522192113,0.032700253912523555,-0.00977829507185379
University of Michigan,trial_87225,0.0,0.4251609,1.2,-0.46210536,1.6164272,0.2,0.017793257,0.05936726,-0.03333334,1.788364,1.8,-0.014383278213790618,0.005536006103844247,0.0018353365470100927,0.038888390424560236,0.00014350733083993492,-0.004947877362084724,0.001708117570011211,0.00047901345600357694,0.016100795634647513
Novartis,trial_60372,0.0,-0.77005935,1.0,0.45783645,0.30225873,0.0,0.09579784,0.045690753,0.03333334,0.32142368,1.0,-0.011805657181073912,-0.0072246630810963676,-0.002101167151501662,-0.031352799616214136,0.000498699368961604,-0.0010406449243563485,-0.0014192015651595274,-0.00590892966179897,-0.009149907785991672
National Cancer Institute (NCI),trial_55596,0.0,-0.33685502,0.7,0.040986784,0.078850105,0.0,0.07068924,0.04777446,0.13333334,0.072826825,2.1,0.0009976180391968222,-0.0031638213512811325,-0.003904329221454489,-0.03090367220895961,0.0002514263124095352,-0.00521626685483854,-0.0006319977792655262,-0.005232812403810136,0.0195708962084027
Drexel University,trial_23101,1.0,0.37619346,0.5,-0.5589894,18.002464,0.1,-0.24426635,-0.2878849,-0.03333333,17.16824,0.8,0.02217149451113073,0.009153976109770787,-0.020268487283712132,-0.014644140673522505,1.423127119856227e-06,0.0017816543496873647,0.001667386144243192,-0.023630546998482903,-0.02820016246709565
Imperial College London,trial_38337,0.0,0.5926502,1.1,-0.22372334,1.5901438,0.26666665,-0.103918836,-0.19029498,-0.083333336,1.5956194,2.0,-0.007446989793330432,0.01109115866386678,0.0012953777225018543,0.05100059373038255,0.0003705303387412689,0.0011930596811390395,-0.0005180860966477145,0.002481913140112218,0.009618461372578168
Aerie Pharmaceuticals,trial_2454,0.0,-0.1396677,1.4,0.36126146,5.53922,0.0,-0.020191312,-0.110896096,-0.06666666,4.7359343,1.9,-0.015581133908941414,0.00011099514697004032,0.03221694073582902,-0.02878118156580043,-0.0007814087258771807,-0.0019846351268374154,-0.0015046349008732164,0.005631135143588281,0.011125040468381486
Medicago,trial_48827,0.0,-0.23185615,0.3,0.4104093,5.7494864,0.0,0.090075456,0.14322725,0.05,5.3497605,0.6,0.021675408688606696,-0.003480019282880483,-0.010008171700654617,-0.03669634000623374,0.0007593049332217086,0.001932909590939557,0.0017599383177445427,-0.0008133742501236319,-0.025020861928496747
"University of California, Los Angeles",trial_85137,1.0,0.665902,0.9,-0.03990173,3.0422997,0.23333332,-0.18283257,-0.2750331,-0.11666666,3.873511,2.8,-0.005135063353518489,0.005852456613659701,0.0028423624472169833,0.042228251006385754,-0.00023998561738176687,-9.88630152179597e-05,-0.0019269323255497177,0.00932177168298034,0.023261181396068423
Technical University of Munich,trial_78966,0.0,0.79437184,1.1,-0.13293123,2.8977416,0.6,-0.021054704,-0.06786118,-0.03333334,2.932238,1.8,-0.008773419140139595,0.0028433583311543867,0.008515890893301892,0.06091716521214215,0.0012855274423710884,0.00040462817222760227,0.0016870176381524756,0.014337629588397372,0.010397952997474931
Novartis,trial_60382,0.0,-0.5601303,0.7,0.20352015,0.10184805,0.0,0.058428466,0.0012695671,0.03333334,0.10787132,1.4,0.0017987765187863255,-0.006958217206145967,-0.00355852394378995,-0.02753823505209802,-0.0003239136678641426,-0.007448504249342483,-0.006299170459071639,-0.00559988589150647,0.0045443551065691284
"Dong-A ST Co., Ltd.",trial_22772,0.0,-0.0050339173,0.2,0.06754463,1.6098562,0.0,-0.009047568,-0.009382948,0.0,1.6558521,1.0,0.02397756404709071,0.005937266390560228,0.0012666677754451224,-0.029727244111127336,0.000391999262587232,0.0020018468586948473,-2.8897195233851866e-05,0.009928629221132287,-0.005377448028244544
Children's Oncology Group,trial_19642,0.0,0.0332908,1.2,0.28303078,3.4266937,0.06666667,-0.12025535,-0.21928501,-0.01666665,3.5991788,2.3,-0.014700762899476102,-0.007056004925695176,0.008928925243681407,0.016307920292399754,-0.0038021684919847276,-0.00848858177880205,-0.0028751051826205925,0.011067792088952493,0.01735878471779142
Merck Sharp & Dohme LLC,trial_50718,1.0,0.30488336,1.1,0.4769891,0.026283368,0.1,0.041661404,0.01302664,0.033333328,0.03285421,2.6,-0.009463022440264469,-0.003978503767010408,-0.004104641237281626,0.04129140532435651,0.00030654317351896303,-0.0016017935347048483,0.0011573990757392147,-0.006079000932996205,0.022887902853763083
Novartis Pharmaceuticals,trial_60610,0.0,-0.63108915,1.9,0.9063144,0.09856263,0.06666667,-0.006921834,0.008335793,0.0,0.114989735,1.0,-0.03538400128830108,-0.015504943384021563,-0.004086600782337049,0.014175658870395961,-0.0003548686786375298,0.001144588625616105,0.0011332823168534185,-0.004795739378838468,-0.00968229466483899
King Saud University,trial_43757,0.0,-0.23685613,1.4,0.083072454,10.529776,0.0,-0.06440318,-0.1393505,-0.06666666,10.072005,1.8,-0.01375753068146878,0.0038810672042641978,0.0031259565686289647,-0.029466214894812583,-0.0009603430596474867,6.82877257708995e-05,-0.0017618395862265507,0.02157880376779319,0.006759147654905972
Yale University,trial_93704,0.0,0.45254204,0.6,-0.50279117,0.59794664,0.06666667,0.0125733735,-0.028537009,0.01666667,0.66694045,3.5,0.00782247689727228,0.0067350717413202105,0.0005649950183675768,0.009761344378595774,0.0009221470233814587,0.0007878041360638692,0.0027577140389334013,-0.0024586820194264754,0.031639864677505104
"Sequel Pharmaceuticals, Inc",trial_74066,1.0,-0.000323202,0.2,0.16764823,2.4969199,0.05,0.020883048,0.041766096,0.0,1.2484599,0.2,0.026951235581072975,0.005949520029020844,-0.014206996070937214,-0.01767159085228242,0.0006065337822249963,0.00232163839603811,0.001822709470657189,-0.0074397718360718875,-0.03118952230139984
Si-Yu Wang,trial_74991,0.0,-0.32300255,0.1,0.049437515,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02649796683707973,0.00639862873907548,-0.008858219678030877,-0.03441940518742649,0.0005194719983479584,0.002318175936443922,0.0014555925327712899,-0.0062044992338511195,-0.03002898902176821
UCB Biopharma SRL,trial_81583,1.0,0.32091472,1.4,0.015387165,0.43039012,0.38333336,0.012011861,-0.13080594,-0.06666667,0.44517452,1.5,-0.013741593218175693,-0.0019631748499054093,-0.002218763986131751,0.06674739151637468,-4.1320791052327705e-05,-0.0020887576053047916,-0.005197825871248739,-0.004919558945336024,0.005011719934947906
Boehringer Ingelheim,trial_13175,0.0,0.2156501,0.2,-0.46271825,0.29568788,0.1,0.03553038,0.022166613,-0.01666667,0.26283365,1.5,0.02001474628853612,0.011149877608646799,-0.0019864666895378995,-0.008177640752895425,0.0003419579210124688,0.000705366814896112,0.00027613036113723717,-0.005503652200331695,0.004160476584685966
Chiesi Farmaceutici S.p.A.,trial_19214,0.0,-0.21317938,0.9,0.5338267,0.9199179,0.033333335,0.055238597,0.17898604,0.06666666,0.8843258,1.1,-0.0007479902284685524,-0.009004341370215977,0.0013392490390184432,-0.001862932211327406,0.00034550470611480004,-0.0007447044148209625,0.0017408407361356466,-0.0012359780551808106,-0.003975431441242109
Boehringer Ingelheim,trial_14466,0.0,-0.19468845,0.4,0.25799263,0.2365503,0.1,-0.12626591,-0.20186159,-0.083333336,0.22997947,1.0,0.013807148020801832,-0.00297450783424117,-0.0008324195322431755,-0.0035625189275929406,-0.0010833498104908948,-0.0049330824149718695,-0.002014750708302912,-0.004819290294192744,-0.006655657117877125
Pfizer,trial_66726,1.0,0.010308031,0.9,0.08800401,0.16427106,0.18333334,0.15107833,0.27327013,-0.08333333,0.23545516,1.6,0.004847572738071904,0.0038699985786547096,-0.003052725660581442,0.0047605070737992946,-0.0003490881332332186,-0.0021171949521982883,-0.0032341639409743488,-0.004820732425291749,0.006944727337162476
Sanofi,trial_72458,1.0,-0.25110865,1.4,0.90968573,0.19383983,0.16666667,-0.0044565857,0.0062539726,-0.050000004,0.27049965,1.6,-0.018222478126408533,-0.019036600220611204,-0.003690659954535719,0.03167564048214176,-3.6233288255405104e-05,-0.0018693874728157426,-0.003279555853854879,-0.006202206439488411,0.00456804815614305
"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",trial_42639,0.0,-0.77050245,1.7,0.44987994,0.8969199,0.0,-0.073835544,-0.10187133,-0.1,0.86297053,1.0,-0.029323607054015148,0.0007210067900157036,0.0004589302492147484,-0.03300442201333934,-0.00020618413155781452,0.0025569964443650085,-0.0018816303754083685,-0.000563200439139761,-0.009411691748187878
"Tibotec Pharmaceuticals, Ireland",trial_80794,0.0,-0.3709703,0.9,0.5609251,4.2973304,0.0,0.0272014,0.093901314,0.0,4.1993155,0.9,-0.0019251274332345927,-0.006550559444254535,0.0063067399946458045,-0.02771441383088092,-0.00033957908288099233,0.0009385646377960026,0.0009514847818042655,0.016266733947633776,-0.010204995098989457
Beijing Tiantan Hospital,trial_11719,0.0,-0.64919746,1.3,1.0054129,1.5047228,0.0,0.007576448,0.0906996,0.08333333,1.6629705,2.1,-0.018421648083603942,-0.02326784580961291,0.001400845769870505,-0.0265575737728063,0.0007283862961085035,-0.0015498097595390893,-0.0008258566397589554,0.0034321717567871585,0.01049943834505393
GlaxoSmithKline,trial_31780,0.0,-0.119093746,1.2,0.1830483,0.039425053,0.2,0.15934125,0.34561953,0.18333334,0.03175907,2.0,-0.015216430022061102,-0.0044382044264089735,-0.002976880426178657,0.022844861320703742,0.0009282329502895561,-0.004900393529747808,-0.0006453138089990008,-0.007413794521730172,0.009448989689117298
National Cancer Institute (NCI),trial_54228,0.0,0.01491495,0.7,-0.6507447,0.30225873,0.06666667,0.14699471,0.14056468,0.03333333,0.26830938,2.9,0.010695852827368072,-0.02329910412294685,-0.006695494717644354,0.007973185241508283,-0.0014537881526491484,-0.0002965860021226209,0.0020166109969281545,-0.0028606669716911906,0.028811037679872243
LEO Pharma,trial_44311,0.0,-0.18923698,0.5,0.22122073,1.0020535,0.1,-0.06076969,-0.22105427,-0.03333334,0.91882277,1.1,0.006440995390177703,-0.0006620696843313442,0.005842134769554072,-0.0036092483402942895,-0.0005438204718538405,-0.0031414372502239344,-0.004649846992240912,-0.007421135973360055,-0.005234352620456775
Fox Chase Cancer Center,trial_28154,0.0,1.1822001,0.6,-0.7027685,5.8743324,0.3,-0.027049944,-0.03315008,0.05,4.113347,2.4,0.007948714992729946,0.017816607282132337,0.028499149367098714,0.07860561591929252,0.00014181520544206993,0.0033960674253922228,0.0005356112751806481,-0.017565386269063878,0.011938446434316574
"Intermountain Health Care, Inc.",trial_39713,0.0,-0.1540188,0.3,-0.011318391,12.0,0.0,0.013876513,0.027753025,-0.05,6.0,0.2,0.025797979503433453,0.006671468856083348,-0.010104672303574855,-0.035453241818672196,0.0005881414828629381,0.0018968485486247106,0.0008922593552011034,-0.00973082875564954,-0.03015739120014769
Pfizer,trial_67634,0.0,0.2586433,0.5,0.18432713,0.049281314,0.13333334,-0.18803672,-0.16409905,0.016666666,0.044900753,2.5,0.00625799934618408,0.0036725548298760027,-0.005546291641690043,0.021526849758227017,-0.002018939802775391,0.004908490133981221,-0.0016464633863760246,-0.00882514362751266,0.015832099953171565
Massachusetts General Hospital,trial_47423,1.0,0.097576365,1.3,-0.17982607,0.60451746,0.18333334,0.22425969,0.39361787,-0.08333333,0.6718685,2.5,-0.01527451525430661,0.0045469660704474495,-0.000784616331579274,0.00803850144467337,0.0006145610406614729,0.0007646643059587996,0.0007773005953536194,-0.0015045653895145734,0.020716227266384522
Novartis Pharmaceuticals,trial_61158,0.0,-0.88143456,1.6,0.41735452,0.085420944,0.0,-0.016505247,-0.062261093,-0.06666667,0.07227926,1.0,-0.02634618686302565,-0.0026016709198473107,-0.005582588078914084,-0.0372421268016286,0.00015148156073937707,0.0016149930981629568,-0.0014175349094773574,-0.005183321997630679,-0.009450140441782422
University of Sao Paulo,trial_88836,0.0,-0.07721149,1.4,0.025649313,0.60451746,0.116666675,0.12214112,0.014501372,0.03333333,0.6214921,2.4,-0.021724266391596754,0.0012750316486722347,-0.00015696294387114416,-0.00391971868705578,3.216027293717911e-05,-0.0010630090619503183,0.003003734029836677,0.0023194246985260114,0.020018999682826687
Asan Medical Center,trial_6202,0.0,0.6554851,1.0,-0.458618,1.3963039,0.23333332,-0.020553527,0.020997968,-0.08333333,1.4264203,2.1,-0.0040797733047875226,0.012527667233202356,0.002444730656769468,0.04029171296302182,9.012352009268438e-05,0.0013075431904531816,-0.0014481608941814199,0.0035837162739741453,0.015217123747410369
Massachusetts General Hospital,trial_47484,0.0,0.8500835,0.7,-0.9881941,0.60451746,0.4,-0.06056056,0.038288247,-0.116666675,0.6039699,2.1,0.005948604545788838,0.018847665713085826,-0.00263429483498585,0.06470374862687153,0.00011152969835443588,-0.0018793032036013512,0.0012034896790400127,-0.003087542109094046,0.008138793880774755
The HIV Netherlands Australia Thailand Research Collaboration,trial_79867,0.0,0.2672505,0.9,-0.27018255,6.1995897,0.0,0.033851873,-0.019207593,0.01666667,6.819986,1.7,-0.00456987764214864,0.007154436114274859,0.019084628947545486,-0.02392987678331625,-9.811310516021051e-05,-0.0005439887427910222,0.0016820263597841934,0.02976237565808785,0.016918028770509408
"AbbVie (prior sponsor, Abbott)",trial_1107,0.0,-0.3898421,1.0,0.36716527,0.3942505,0.0,-0.01341528,-0.082801536,0.050000004,0.39425048,1.7,-0.0111769205891178,-0.0011983421749211143,-0.0016687010853725665,-0.02493534887028652,-0.00019348752443591337,-0.000802568702312104,0.0024545410897350147,-0.002617817594769767,0.014876574128051287
National Cancer Institute (NCI),trial_55016,0.0,0.29896256,0.2,-0.1508462,0.19383983,0.033333335,-0.03280571,-0.0218925,-0.083333336,0.21026695,1.9,0.019024531411938366,0.010607487223149883,-0.004704111373562572,0.0036843233223273347,0.0005490062149961837,0.00267478783919776,-0.001005094765443497,-0.004527816436786275,0.009447818464832381
University of Sao Paulo,trial_88830,0.0,0.060895693,1.1,-0.16183308,1.1991786,0.06666667,-0.04824257,-0.053784944,1.1920929e-08,1.198631,2.5,-0.012665809585509122,-0.0026317904358795,-0.002379799256670192,0.008928712798136562,0.00038847859178490617,-0.004050839774807044,-0.0030228216015480416,0.0017108178000296286,0.023397981624526436
